price,id,bedrooms,level,date,sqft_lot
920000.0,2158900290,4,high_level,2015-04-16,3600
920000.0,7855600730,4,high_level,2014-09-08,9085
920000.0,3525069037,3,high_level,2014-11-20,223027
920000.0,823000174,3,high_level,2014-07-28,5353
920000.0,2902200874,5,high_level,2015-04-10,4400
920000.0,5608000860,4,high_level,2014-09-26,10045
920000.0,8085400410,3,high_level,2015-03-31,9656
920000.0,8965460090,4,high_level,2015-04-07,12381
920000.0,5608010050,4,high_level,2014-12-29,10233
920000.0,324059161,4,high_level,2014-10-13,13579
920000.0,3975400045,6,high_level,2014-12-26,4218
920000.0,8682282070,3,high_level,2015-01-12,7694
920000.0,925059313,4,high_level,2015-03-12,7009
920000.0,3224510290,3,high_level,2014-10-16,11884
920000.0,7579200915,5,high_level,2015-04-01,5750
920000.0,9103000455,4,high_level,2015-04-24,4265
920000.0,4206901215,4,high_level,2014-06-12,4000
920000.0,1623089165,4,high_level,2015-05-06,503989
920000.0,4217401195,5,high_level,2015-03-03,6000
920000.0,4141800030,3,high_level,2014-10-14,4000
920000.0,822069118,3,high_level,2014-07-29,66211
920000.0,3767300041,4,high_level,2014-08-26,7258
919990.0,6705600020,5,high_level,2015-03-24,6352
919950.0,1853080120,5,high_level,2014-09-03,7062
919204.0,2872100345,4,high_level,2014-05-30,5000
919000.0,8835700010,4,high_level,2015-01-16,17133
918000.0,9510860750,5,high_level,2015-01-08,5150
917500.0,1762600070,4,high_level,2015-01-16,35003
917000.0,5608000080,4,high_level,2014-07-22,10891
915557.0,7805450040,5,high_level,2015-03-16,11536
915000.0,8712100575,5,high_level,2014-08-28,5589
915000.0,1862000010,4,high_level,2014-08-28,35062
915000.0,629000410,3,high_level,2015-02-17,9750
915000.0,2524059269,6,high_level,2014-06-10,14980
915000.0,3528000260,4,high_level,2014-11-11,28052
915000.0,5078400190,3,high_level,2014-10-16,8232
915000.0,2413910120,3,high_level,2014-07-02,62726
915000.0,810000080,3,high_level,2015-03-10,2750
915000.0,9541800190,5,high_level,2014-10-10,18850
915000.0,1925069099,3,high_level,2014-08-25,9808
915000.0,1024000050,3,high_level,2014-07-18,7000
915000.0,9103000365,3,high_level,2014-06-20,4000
915000.0,5078400090,5,high_level,2014-12-09,7630
915000.0,1277000020,4,high_level,2014-08-12,8532
915000.0,2419700080,4,high_level,2015-05-05,4356
915000.0,1323059143,4,high_level,2015-04-23,48352
914600.0,2481630070,4,high_level,2015-01-28,80837
914500.0,9544700730,4,high_level,2014-05-15,10856
914154.0,2428100070,3,high_level,2014-09-18,6431
913888.0,7856570150,5,high_level,2014-06-25,15512
913000.0,4083302485,3,high_level,2015-04-20,4000
913000.0,8691310070,4,high_level,2014-06-18,10576
912000.0,4139430810,3,high_level,2014-08-01,17313
912000.0,2919201335,4,high_level,2014-07-31,4095
912000.0,3295610080,4,high_level,2015-04-01,10888
911100.0,4019300155,4,high_level,2014-08-21,33826
911000.0,3295610490,4,high_level,2015-05-04,15958
910000.0,871001980,3,high_level,2014-05-06,4082
910000.0,1937300270,3,high_level,2015-03-03,3200
910000.0,1125059071,4,high_level,2014-05-22,10890
910000.0,8725950220,3,high_level,2015-02-26,1160
910000.0,2944000240,4,high_level,2015-04-22,29242
910000.0,9290850060,4,high_level,2014-10-22,32430
910000.0,255400060,5,high_level,2014-12-08,8279
910000.0,5332200530,5,high_level,2014-06-13,4000
910000.0,1257200290,3,high_level,2014-05-12,6120
910000.0,7524950210,4,high_level,2015-04-01,9798
910000.0,7974200456,5,high_level,2014-12-01,5096
910000.0,5453700020,3,high_level,2014-08-25,9865
910000.0,3982700088,3,high_level,2015-04-02,7250
910000.0,4054500590,4,high_level,2014-06-26,50479
910000.0,2426059097,4,high_level,2015-03-05,49222
910000.0,3293400020,4,high_level,2015-01-16,27699
910000.0,3754501060,2,high_level,2014-09-18,5150
910000.0,8669400100,4,high_level,2014-08-05,38912
910000.0,5250300035,4,high_level,2014-10-08,9000
909950.0,1233100710,5,high_level,2015-04-16,8972
909500.0,8562710640,4,high_level,2015-02-11,5940
909000.0,7805450870,4,high_level,2014-08-14,11648
908990.0,8691450120,4,high_level,2015-02-27,6844
908950.0,2024059127,4,high_level,2015-01-09,6200
908800.0,1250202285,3,high_level,2014-10-20,7826
907687.0,7768800270,4,high_level,2014-07-15,6786
907500.0,4370700065,3,high_level,2015-05-04,6281
907500.0,7732410380,4,high_level,2014-06-04,8642
907000.0,9413600350,3,high_level,2014-08-29,12220
907000.0,4217400420,3,high_level,2014-11-24,6000
906000.0,5606000120,4,high_level,2015-02-25,5000
906000.0,9828702588,3,high_level,2015-03-11,1800
905000.0,2481610050,4,high_level,2014-11-24,47959
905000.0,4039701080,5,high_level,2014-06-25,10200
905000.0,5608000840,4,high_level,2014-07-24,12193
905000.0,3629920990,4,high_level,2014-06-23,7661
905000.0,3401700040,3,high_level,2015-04-01,48787
905000.0,4139460200,4,high_level,2015-03-25,9557
905000.0,2597530760,5,high_level,2014-06-23,10155
905000.0,8127700720,4,high_level,2015-01-20,4268
905000.0,1088700100,3,high_level,2014-11-18,9280
905000.0,9528104660,4,high_level,2014-08-27,3000
905000.0,3321069006,3,high_level,2014-12-31,237402
905000.0,9187200275,4,high_level,2015-04-20,5000
905000.0,1483300570,4,high_level,2014-09-08,10250
905000.0,1923000160,4,high_level,2014-06-20,14486
903000.0,2592210370,3,high_level,2014-10-31,12786
903000.0,4389200610,2,high_level,2014-12-01,7800
902500.0,4067600160,3,high_level,2015-04-02,23522
902000.0,3889100027,4,high_level,2014-06-16,8507
902000.0,7856610200,4,high_level,2014-05-23,9200
902000.0,4154303215,3,high_level,2014-08-28,7200
901000.0,3761100240,4,high_level,2014-10-27,18400
901000.0,2492200335,4,high_level,2015-04-23,4080
900000.0,629810800,5,high_level,2014-06-17,8225
900000.0,293620180,4,high_level,2015-03-31,6745
900000.0,2344300122,3,high_level,2014-08-08,7215
900000.0,825059271,3,high_level,2014-09-10,12600
900000.0,1445500100,5,high_level,2015-05-11,35691
900000.0,5450300020,6,high_level,2014-06-18,13783
900000.0,148000705,4,high_level,2015-03-05,4440
900000.0,4441300075,3,high_level,2014-09-24,9577
900000.0,7740100260,3,high_level,2014-08-25,11535
900000.0,6383500295,4,high_level,2014-08-15,10214
900000.0,9551202875,4,high_level,2014-07-09,4372
900000.0,7215720160,3,high_level,2015-03-04,16603
900000.0,8691440410,4,high_level,2014-12-15,6543
900000.0,1115300270,6,high_level,2015-04-28,6105
900000.0,6169901095,4,high_level,2014-08-15,7200
900000.0,9285800180,4,high_level,2014-06-26,5000
900000.0,865100055,4,high_level,2014-06-12,44431
900000.0,2424059170,5,high_level,2015-02-19,40806
900000.0,1024000100,3,high_level,2015-04-08,7200
900000.0,2267000160,4,high_level,2014-10-20,8190
900000.0,3521059134,3,high_level,2014-05-23,217697
900000.0,5332200375,3,high_level,2014-12-03,5000
900000.0,6345000160,5,high_level,2014-08-27,37169
900000.0,2424059139,3,high_level,2015-02-06,33980
900000.0,325059171,3,high_level,2014-05-05,77972
900000.0,6169901197,3,high_level,2014-11-26,2260
900000.0,326069026,4,high_level,2015-01-21,217800
900000.0,9828700685,3,high_level,2015-05-13,8400
900000.0,7518508625,3,high_level,2015-04-16,3825
900000.0,2926069083,5,high_level,2014-05-07,226076
900000.0,7504010570,3,high_level,2014-07-08,12600
900000.0,1959702045,2,high_level,2014-11-19,5500
900000.0,5315100737,6,high_level,2014-05-28,24773
900000.0,3131201290,4,high_level,2015-03-17,3672
900000.0,3052700921,6,high_level,2015-02-11,4350
900000.0,5418650080,4,high_level,2014-08-14,11468
900000.0,4019300195,3,high_level,2015-01-24,30869
900000.0,6669100070,4,high_level,2014-05-12,38412
900000.0,4188000490,4,high_level,2014-09-22,42580
900000.0,2769600590,8,high_level,2014-10-16,7500
899950.0,3754500010,4,high_level,2014-06-16,5414
899900.0,3885802135,4,high_level,2014-06-10,3909
899100.0,5452800495,5,high_level,2015-04-22,15300
899000.0,868002080,4,high_level,2014-06-19,6000
899000.0,3885802136,4,high_level,2014-07-23,3943
899000.0,9348700490,4,high_level,2015-04-10,9349
899000.0,9808700370,3,high_level,2014-06-23,6978
899000.0,3625059071,4,high_level,2015-01-08,40946
899000.0,4070700290,3,high_level,2015-02-26,3730
899000.0,8691330330,4,high_level,2015-04-09,10295
899000.0,7104100110,4,high_level,2015-05-11,5500
899000.0,3528000140,4,high_level,2014-10-23,30649
898888.0,4070700300,3,high_level,2015-05-04,3729
898500.0,2877101745,4,high_level,2014-08-04,5000
898000.0,3303900090,3,high_level,2014-10-23,12845
898000.0,2332700081,3,high_level,2014-09-01,11060
898000.0,2387000110,2,high_level,2014-11-10,9874
898000.0,4054520100,4,high_level,2015-02-10,63991
898000.0,4139460290,3,high_level,2014-08-28,9753
898000.0,5035300871,2,high_level,2014-10-14,7658
898000.0,7732410370,5,high_level,2014-09-09,9000
898000.0,686900010,5,high_level,2014-05-28,28014
897500.0,1330910370,4,high_level,2014-10-20,217882
897000.0,5363200100,4,high_level,2014-10-20,6120
896000.0,4054530210,4,high_level,2015-02-18,46644
896000.0,8825900855,4,high_level,2014-10-14,3520
896000.0,321100260,5,high_level,2014-06-30,16100
895990.0,7203220300,4,high_level,2014-07-24,6565
895950.0,2862500190,5,high_level,2015-04-09,9255
895900.0,2326600130,4,high_level,2015-02-25,4983
895000.0,5700001895,4,high_level,2015-03-02,6200
895000.0,2125049139,3,high_level,2014-08-06,7746
895000.0,2025069025,4,high_level,2015-04-29,10273
895000.0,292000070,5,high_level,2015-04-06,14197
895000.0,5700003280,6,high_level,2015-04-19,6533
895000.0,1239400064,4,high_level,2015-03-04,8526
895000.0,6926700225,4,high_level,2014-07-02,5950
895000.0,2021200770,2,high_level,2014-09-09,3618
895000.0,4147200140,4,high_level,2014-08-21,13444
895000.0,686800070,5,high_level,2014-06-10,20875
895000.0,1523059066,3,high_level,2015-02-19,105415
895000.0,8712100530,4,high_level,2014-08-13,4178
895000.0,8691440100,4,high_level,2014-06-06,5562
895000.0,1868900675,4,high_level,2014-09-12,4000
895000.0,7856000110,3,high_level,2015-02-03,10000
895000.0,9290850950,4,high_level,2014-12-18,38985
895000.0,3622910190,5,high_level,2014-05-21,13927
894400.0,425069136,3,high_level,2015-04-10,45738
894000.0,3121500150,4,high_level,2015-04-23,22029
893880.0,7856700060,6,high_level,2015-04-13,8600
892500.0,3585300445,3,high_level,2014-08-22,56192
891500.0,8835700330,3,high_level,2014-12-11,20785
891000.0,2301400640,4,high_level,2014-07-17,5000
890900.0,3630180380,4,high_level,2014-07-25,6233
890776.0,1853080150,5,high_level,2014-08-11,8093
890000.0,5452800800,4,high_level,2014-06-13,13500
890000.0,8691430330,5,high_level,2014-08-31,7578
890000.0,3523069008,4,high_level,2015-05-05,210254
890000.0,366000095,5,high_level,2014-10-09,4652
890000.0,7284900460,4,high_level,2014-11-20,7200
890000.0,1923069078,4,high_level,2014-08-05,194278
890000.0,3117100130,3,high_level,2014-07-14,12765
890000.0,9350900550,4,high_level,2015-04-29,8393
890000.0,1186000095,4,high_level,2014-07-08,4020
890000.0,2768200090,6,high_level,2015-03-17,5000
890000.0,8562710250,4,high_level,2014-05-05,5750
890000.0,9413600420,3,high_level,2014-06-12,8640
890000.0,809001525,4,high_level,2014-06-25,4000
890000.0,8562710520,5,high_level,2014-05-05,6000
890000.0,9828202255,4,high_level,2014-09-22,4400
890000.0,925069152,2,high_level,2015-03-04,50965
890000.0,3825310720,4,high_level,2015-04-21,9158
890000.0,924069106,4,high_level,2015-03-13,11171
890000.0,7701960250,4,high_level,2014-08-11,15467
889950.0,1853080840,5,high_level,2015-02-11,7055
889950.0,9492500160,4,high_level,2014-07-23,7242
889000.0,8827901450,4,high_level,2014-10-31,4480
889000.0,2487200940,4,high_level,2014-08-14,5000
889000.0,7202360670,4,high_level,2015-04-08,9555
889000.0,98020630,4,high_level,2015-04-14,10976
888990.0,293070120,4,high_level,2014-09-18,5500
888550.0,9290850330,3,high_level,2014-07-07,38322
888000.0,708000030,3,high_level,2014-09-02,8710
887500.0,617000030,3,high_level,2014-12-23,54977
887250.0,2254100090,5,high_level,2015-04-07,7502
887200.0,9550200155,3,high_level,2015-04-07,5100
887000.0,6649900090,3,high_level,2015-04-18,22040
887000.0,3999300080,6,high_level,2014-09-04,11180
886000.0,6788201781,4,high_level,2014-06-05,3900
886000.0,6821600300,3,high_level,2015-03-18,6000
885250.0,2725069156,4,high_level,2014-07-16,49658
885000.0,1337800855,3,high_level,2015-05-12,2880
885000.0,7625703435,3,high_level,2015-01-21,6500
885000.0,7805460760,3,high_level,2015-04-27,11443
885000.0,2581300055,3,high_level,2014-11-21,16090
885000.0,809001505,3,high_level,2014-09-18,3750
885000.0,2397101460,2,high_level,2014-08-11,3600
885000.0,2386000020,4,high_level,2014-10-08,86225
885000.0,1681400010,4,high_level,2014-05-19,3560
885000.0,7625701795,4,high_level,2015-03-02,6000
885000.0,1245000438,4,high_level,2015-04-13,9157
885000.0,9822700295,4,high_level,2014-05-12,5000
885000.0,98020480,4,high_level,2014-08-28,11225
885000.0,5457801925,4,high_level,2015-04-11,3520
885000.0,8732300430,3,high_level,2014-06-20,9552
884900.0,5451100490,7,high_level,2015-01-15,10800
884744.0,2909300640,4,high_level,2014-07-23,9414
884250.0,8691350200,4,high_level,2015-04-17,12151
883000.0,1797500985,4,high_level,2014-09-02,4000
883000.0,2725069157,4,high_level,2014-06-13,54450
883000.0,5317100325,4,high_level,2015-03-03,6874
883000.0,2481630200,4,high_level,2014-06-14,41656
882990.0,8691440440,4,high_level,2014-10-03,6562
882566.0,6666830230,4,high_level,2014-06-30,5265
881000.0,1250202990,5,high_level,2014-06-11,4125
880000.0,3179101070,4,high_level,2014-06-30,4392
880000.0,3271800185,4,high_level,2014-11-21,5800
880000.0,3701000060,3,high_level,2014-12-16,9000
880000.0,6745700190,3,high_level,2015-04-07,5000
880000.0,3592500565,2,high_level,2014-10-29,6350
880000.0,3592500985,4,high_level,2015-05-04,4675
880000.0,7555210100,4,high_level,2014-11-17,7961
880000.0,3343301343,5,high_level,2014-11-20,8764
880000.0,1824059070,4,high_level,2014-10-24,10800
880000.0,926069192,4,high_level,2014-09-26,52707
880000.0,3885802134,4,high_level,2015-01-09,3436
880000.0,3179100060,4,high_level,2014-09-16,6750
880000.0,5309100140,4,high_level,2014-06-24,3841
880000.0,1241900028,5,high_level,2015-04-17,9187
880000.0,1824059079,4,high_level,2015-03-11,10800
880000.0,9541600355,4,high_level,2014-08-13,8250
880000.0,1237500577,4,high_level,2015-02-12,8618
880000.0,7645900235,6,high_level,2014-07-10,3680
880000.0,1126059095,3,high_level,2014-05-26,35169
880000.0,6431500140,3,high_level,2014-12-17,5163
879950.0,9492500010,4,high_level,2014-06-06,7215
879950.0,9322800210,4,high_level,2014-05-20,13875
879950.0,9492500170,4,high_level,2014-07-23,7203
879900.0,7504020960,4,high_level,2015-01-07,12000
879000.0,9510920070,4,high_level,2014-07-10,22111
879000.0,2481630290,4,high_level,2014-06-26,31747
879000.0,926069140,4,high_level,2014-07-21,89640
879000.0,7015201015,3,high_level,2014-10-28,5156
878000.0,5608010980,4,high_level,2014-10-07,13421
878000.0,1853081060,4,high_level,2015-04-16,7728
877500.0,5700001920,4,high_level,2015-02-19,8000
876650.0,5482700100,3,high_level,2014-05-12,12508
875909.0,8691300260,4,high_level,2015-04-13,13292
875000.0,8086000201,3,high_level,2014-12-04,6848
875000.0,1962200475,3,high_level,2014-07-25,6000
875000.0,7701960210,4,high_level,2015-04-27,16000
875000.0,1336800160,5,high_level,2014-06-05,5568
875000.0,7834800225,3,high_level,2014-08-20,4000
875000.0,8691360200,4,high_level,2014-06-04,10669
875000.0,9136100056,3,high_level,2014-05-28,4280
875000.0,1425069071,4,high_level,2015-03-23,256132
875000.0,7203100730,4,high_level,2015-02-10,6874
875000.0,2883201055,4,high_level,2014-09-10,4600
875000.0,9201000610,4,high_level,2014-06-03,12384
875000.0,1563102685,3,high_level,2015-04-22,3750
875000.0,5078400035,4,high_level,2015-04-02,8286
875000.0,5453700060,4,high_level,2015-02-24,9726
875000.0,644000185,3,high_level,2014-07-07,12686
875000.0,324069015,4,high_level,2014-07-08,108464
875000.0,255400070,5,high_level,2014-07-01,8279
875000.0,8615800500,6,high_level,2014-08-14,4536
875000.0,1685800100,4,high_level,2014-06-24,22588
875000.0,1118500010,5,high_level,2015-03-27,21455
875000.0,510002010,4,high_level,2014-06-30,3245
875000.0,9542100165,4,high_level,2014-11-07,14125
875000.0,4458300190,3,high_level,2015-04-24,10592
875000.0,7625700935,3,high_level,2014-06-05,6000
875000.0,2331300395,4,high_level,2014-05-10,6000
875000.0,9553200125,3,high_level,2015-03-31,5750
875000.0,1644500050,6,high_level,2015-03-12,11453
875000.0,269000615,3,high_level,2014-05-16,6641
875000.0,3262300940,3,high_level,2014-11-07,8119
875000.0,7701961030,4,high_level,2015-01-29,21794
875000.0,2325069032,5,high_level,2014-07-31,18741
875000.0,1853000300,3,high_level,2015-02-24,39586
875000.0,8861000060,3,high_level,2014-12-31,10732
875000.0,9482700475,4,high_level,2014-09-27,4416
875000.0,6400700389,5,high_level,2014-07-10,15152
875000.0,8082400076,4,high_level,2014-11-18,4876
875000.0,4054560170,4,high_level,2014-06-11,32109
875000.0,1370802540,2,high_level,2015-01-08,4913
875000.0,7856610490,5,high_level,2014-08-05,8564
874950.0,6021500970,2,high_level,2015-04-07,4000
874150.0,4055700955,4,high_level,2014-06-22,14406
874000.0,3213200314,4,high_level,2014-12-26,6867
874000.0,3879901290,3,high_level,2015-04-01,941
873000.0,1924069115,3,high_level,2015-02-24,54450
872750.0,11500240,3,high_level,2015-04-28,13695
872500.0,809000525,3,high_level,2014-08-26,6000
872500.0,582000644,4,high_level,2015-05-01,6000
872000.0,7611200136,4,high_level,2014-07-23,9750
872000.0,2426059103,4,high_level,2015-04-22,40284
871000.0,7855800910,4,high_level,2015-03-21,8536
871000.0,3096000040,5,high_level,2015-04-30,6150
870515.0,7768800280,4,high_level,2014-07-22,5697
870300.0,4083300070,4,high_level,2014-05-12,3150
870000.0,524059241,4,high_level,2015-03-19,11000
870000.0,3299610240,4,high_level,2015-04-29,7621
870000.0,3225069239,4,high_level,2014-07-07,36246
870000.0,9523102750,3,high_level,2014-08-12,5000
870000.0,475001235,5,high_level,2014-08-08,5000
870000.0,3893100456,3,high_level,2014-08-13,8630
870000.0,3524039224,4,high_level,2014-05-13,6773
870000.0,745530180,5,high_level,2015-03-17,10079
870000.0,925069134,4,high_level,2014-09-10,41147
870000.0,1924059248,4,high_level,2014-06-02,21780
870000.0,2877103615,4,high_level,2015-05-11,5000
870000.0,2919700735,4,high_level,2015-04-27,3100
870000.0,1888120080,4,high_level,2014-09-22,12811
870000.0,7011200515,4,high_level,2014-11-12,3600
870000.0,191100810,5,high_level,2014-08-11,9525
870000.0,3426049031,4,high_level,2014-06-17,4887
870000.0,2592210290,4,high_level,2014-10-10,12001
870000.0,1240700006,3,high_level,2015-05-11,65340
870000.0,6738700275,4,high_level,2014-06-25,4000
870000.0,7701960990,4,high_level,2014-08-19,14565
870000.0,7856570190,4,high_level,2014-08-22,23000
870000.0,9275700765,4,high_level,2014-06-10,12248
870000.0,7625703885,4,high_level,2014-09-17,7108
869950.0,1853080790,4,high_level,2014-12-15,7928
869900.0,1994200260,6,high_level,2014-08-19,4400
869000.0,1331900410,4,high_level,2014-06-20,30884
869000.0,8073000480,2,high_level,2014-07-22,13122
869000.0,1924069039,5,high_level,2014-05-19,49222
868700.0,8651611170,3,high_level,2015-02-13,6161
868500.0,518500210,3,high_level,2014-05-08,3942
868500.0,2287000330,5,high_level,2014-09-15,9639
868000.0,3271300955,4,high_level,2015-02-24,4350
866800.0,486000085,4,high_level,2014-08-15,5000
866500.0,952003585,4,high_level,2015-02-09,4945
866059.0,4139680070,5,high_level,2014-06-17,4797
866000.0,7202360010,4,high_level,2014-07-07,9786
865950.0,745530240,5,high_level,2014-12-26,12039
865000.0,7443000480,4,high_level,2015-05-07,5527
865000.0,1959701890,4,high_level,2014-07-29,4180
865000.0,3425059173,4,high_level,2014-10-28,16117
865000.0,8861000095,3,high_level,2014-09-30,7526
865000.0,8691330310,4,high_level,2014-05-05,9892
865000.0,1794500360,2,high_level,2015-04-23,5400
865000.0,2326300090,3,high_level,2014-06-04,4725
865000.0,2301400276,4,high_level,2014-09-08,4950
865000.0,8861000210,3,high_level,2015-04-08,8163
865000.0,3758900037,4,high_level,2015-05-05,10631
865000.0,1126059007,3,high_level,2015-03-23,150270
865000.0,2924079044,3,high_level,2014-07-23,219106
865000.0,8691360380,4,high_level,2015-04-14,13981
865000.0,2050100450,3,high_level,2014-11-05,12558
865000.0,5452800645,4,high_level,2014-09-22,13600
865000.0,1926069143,4,high_level,2014-10-16,99170
865000.0,3262301610,3,high_level,2014-11-18,10827
865000.0,7519000335,6,high_level,2014-12-03,5150
865000.0,8562900590,4,high_level,2015-01-22,11270
865000.0,4003000110,4,high_level,2014-10-29,4069
865000.0,923000425,5,high_level,2014-07-18,8160
865000.0,7974200820,5,high_level,2014-08-21,6730
865000.0,5456000110,5,high_level,2015-04-16,8854
864500.0,7574910490,4,high_level,2014-11-14,35991
864327.0,1042700290,5,high_level,2014-08-04,6507
864000.0,1330910280,4,high_level,2015-04-27,105850
864000.0,3179101945,4,high_level,2014-07-15,6600
864000.0,2725069085,4,high_level,2014-12-08,49658
864000.0,7805450750,3,high_level,2015-01-20,13554
863500.0,9126101511,4,high_level,2015-04-28,2760
863000.0,6814600150,4,high_level,2014-09-05,5400
863000.0,2725069050,4,high_level,2014-06-13,22370
862500.0,7701990300,4,high_level,2014-05-16,24440
862500.0,2021201085,4,high_level,2014-12-12,4400
862000.0,8127700215,4,high_level,2015-04-09,4200
862000.0,7701960990,4,high_level,2014-06-16,14565
861990.0,7203220400,5,high_level,2014-07-07,5639
861111.0,6453550090,4,high_level,2015-05-05,7090
861000.0,8819900170,3,high_level,2014-08-25,3959
860000.0,4122700040,3,high_level,2014-10-10,15064
860000.0,5700000975,5,high_level,2014-08-19,6000
860000.0,3825310180,4,high_level,2014-10-07,8400
860000.0,4139400630,3,high_level,2014-05-29,9136
860000.0,7805450810,3,high_level,2014-05-30,12095
860000.0,424069275,4,high_level,2014-12-26,10005
860000.0,1370804295,3,high_level,2015-02-12,5584
860000.0,3886902950,4,high_level,2014-09-11,8098
860000.0,8146300180,5,high_level,2015-05-12,8592
860000.0,2324800350,4,high_level,2014-05-06,32417
860000.0,1454600156,5,high_level,2014-06-25,9648
860000.0,2538400060,4,high_level,2014-06-12,7012
860000.0,1239400570,3,high_level,2014-11-17,14135
860000.0,8644400180,3,high_level,2015-03-19,55321
860000.0,1241500032,4,high_level,2014-08-19,6923
860000.0,7856550240,5,high_level,2014-07-10,9200
860000.0,4309700130,3,high_level,2014-06-04,32467
860000.0,8815400410,4,high_level,2015-04-03,4500
860000.0,1982200675,4,high_level,2015-05-06,3840
860000.0,8691330060,4,high_level,2015-04-07,9600
860000.0,2652501215,4,high_level,2014-07-02,3720
860000.0,2925059294,3,high_level,2015-03-27,8494
860000.0,1954700365,3,high_level,2015-03-17,4190
860000.0,2547200190,4,high_level,2014-05-20,8097
860000.0,9808590210,4,high_level,2014-05-13,11119
859990.0,293070090,4,high_level,2014-07-11,5500
859950.0,2862500070,6,high_level,2014-12-09,6551
859900.0,1853080570,4,high_level,2014-08-11,6298
859000.0,1777600850,4,high_level,2014-06-24,13900
859000.0,2322059136,3,high_level,2015-03-09,434728
858450.0,1853080540,5,high_level,2014-11-24,7977
858450.0,8651611260,3,high_level,2015-03-17,9751
858000.0,3864000090,5,high_level,2015-02-19,12778
858000.0,9346700270,4,high_level,2015-03-02,13720
858000.0,1020069042,4,high_level,2014-10-01,422967
857500.0,9523100550,3,high_level,2014-10-03,3960
857500.0,2998300075,4,high_level,2015-01-27,5040
857326.0,3746700120,3,high_level,2014-11-04,11632
857000.0,1246700251,4,high_level,2014-05-27,29043
856600.0,9542300320,4,high_level,2015-02-02,13430
856500.0,9348700480,4,high_level,2014-07-15,8147
856000.0,1344300090,3,high_level,2015-02-17,2700
856000.0,3629921140,5,high_level,2014-10-30,5500
856000.0,151000075,3,high_level,2015-02-06,3920
855169.0,1152200030,4,high_level,2015-03-05,5050
855000.0,2652500740,4,high_level,2014-06-18,4080
855000.0,8924100305,4,high_level,2015-03-25,6250
855000.0,7856620870,3,high_level,2014-08-13,9400
855000.0,8965520100,3,high_level,2014-10-08,10628
855000.0,7768800290,4,high_level,2015-03-04,5911
855000.0,1896700080,4,high_level,2015-01-05,35074
855000.0,8691420050,4,high_level,2014-11-07,7702
855000.0,6788201440,5,high_level,2015-04-07,4500
855000.0,7518507055,4,high_level,2015-04-02,2550
855000.0,6790950150,4,high_level,2014-08-17,52062
855000.0,8562740520,5,high_level,2014-08-06,5669
855000.0,2757000030,4,high_level,2014-09-22,10460
855000.0,2028700535,4,high_level,2015-02-25,5300
855000.0,207500012,4,high_level,2014-05-05,5390
855000.0,2323089009,4,high_level,2015-01-19,1024068
855000.0,1445500010,4,high_level,2015-01-13,36974
855000.0,5249802085,4,high_level,2014-09-02,10800
855000.0,6815100380,3,high_level,2015-05-14,4000
854000.0,7732501000,4,high_level,2014-06-17,38865
853800.0,1683400165,7,high_level,2015-04-30,2665
853505.0,3760500514,3,high_level,2014-09-12,14890
853000.0,3528000210,4,high_level,2015-03-23,35025
852880.0,1042700270,4,high_level,2014-06-16,6184
852600.0,2600000210,4,high_level,2014-06-11,11901
852500.0,9113200180,4,high_level,2014-09-05,6315
852500.0,98030630,5,high_level,2014-12-15,8131
852500.0,7856000150,3,high_level,2014-06-09,10100
852000.0,7237600130,4,high_level,2015-03-26,3588
852000.0,3723800414,4,high_level,2015-03-20,7328
852000.0,9287802410,5,high_level,2014-08-22,3750
852000.0,6762700340,3,high_level,2015-04-27,4000
851500.0,3260200110,3,high_level,2014-12-08,18184
851000.0,8965500820,5,high_level,2014-07-02,9792
851000.0,7922900030,3,high_level,2014-10-03,10350
851000.0,8691300860,4,high_level,2015-04-21,13202
851000.0,3528000470,3,high_level,2014-05-09,107290
850830.0,1952200240,3,high_level,2014-06-11,13241
850000.0,323079058,4,high_level,2015-01-05,22000
850000.0,205000310,4,high_level,2014-06-24,37122
850000.0,3902100175,5,high_level,2014-07-28,5250
850000.0,825069078,5,high_level,2015-03-24,97661
850000.0,3295610350,5,high_level,2015-03-23,15119
850000.0,3260000300,4,high_level,2014-11-18,10451
850000.0,3325059177,5,high_level,2014-11-05,11325
850000.0,8732300060,4,high_level,2014-05-12,11914
850000.0,9808640040,3,high_level,2015-03-06,1919
850000.0,4318200405,3,high_level,2014-06-20,8170
850000.0,5457801833,2,high_level,2015-01-27,2210
850000.0,5451200520,4,high_level,2014-06-12,11843
850000.0,4083302225,4,high_level,2014-10-14,3784
850000.0,323089085,3,high_level,2015-04-22,101930
850000.0,2397101055,3,high_level,2014-08-12,3600
850000.0,3024079063,4,high_level,2014-07-01,112750
850000.0,225069017,4,high_level,2014-07-14,183823
850000.0,3226059128,5,high_level,2014-06-18,28324
850000.0,2386000240,5,high_level,2014-09-29,65556
850000.0,8952900245,6,high_level,2014-07-15,20590
850000.0,6132600165,3,high_level,2014-07-03,5000
850000.0,8682280170,3,high_level,2015-03-30,8708
850000.0,6891100090,5,high_level,2014-10-14,5400
850000.0,8679200100,4,high_level,2015-01-07,5559
850000.0,2771601940,3,high_level,2015-05-04,4600
850000.0,4385700765,3,high_level,2014-06-03,3850
850000.0,5035300750,3,high_level,2014-07-31,8603
850000.0,8682230760,2,high_level,2014-07-24,6750
850000.0,524069101,4,high_level,2014-07-23,90968
850000.0,7625704510,4,high_level,2014-10-22,6500
